% Common climate indices from 1950-present (downloaded 22-Mar-2017):
% MEI (Multivariate ENSO Index): downloaded from https://www.esrl.noaa.gov/psd/enso/mei/table.html
% PDO (Pacific Decadal Oscillation): downloaded from http://jisao.washington.edu/pdo/PDO.latest
% NPGO (North Pacific Gyre Oscillation): downloaded from http://www.o3d.org/npgo/data/NPGO.txt
% EMI (El Nino Modoki Index): downloaded from http://www.jamstec.go.jp/frsgc/research/d1/iod/DATA/emi.monthly.txt
% Nino3 (Nino3 index): downloaded from http://www.cpc.ncep.noaa.gov/data/indices/sstoi.indices
% Nino4 (Nino4 index): downloaded from http://www.cpc.ncep.noaa.gov/data/indices/sstoi.indices
% AMO (Atlantic Multidecadal Oscillation): downloaded from https://www.esrl.noaa.gov/psd/data/correlation/amon.us.long.data
% NAO (North Altantic Oscillation): downloaded from http://www.cpc.ncep.noaa.gov/products/precip/CWlink/pna/norm.nao.monthly.b5001.current.ascii.table
% ATL3 (Atlantic El Niño index): computed from ERSSTv4 (SST anomalies in 3°S-3°N 20°W-0°)
 
year,month,MEI,PDO,NPGO,EMI,Nino3,Nino4,AMO,NAO,ATL3
1971,7,-1.2300,-2.2000,0.7909,-0.1679,NaN,NaN,-0.3450,0.2400,-0.1686
1971,8,-1.2250,-0.1500,0.7061,-0.2222,NaN,NaN,-0.4310,1.5500,-0.3395
1971,9,-1.4600,0.2100,0.5284,-0.5361,NaN,NaN,-0.3620,0.3900,-0.3643
1971,10,-1.4210,-0.2200,0.3306,-0.1252,NaN,NaN,-0.2310,0.5800,-0.3791
1971,11,-1.3290,-1.2500,0.1825,-0.1384,NaN,NaN,-0.2390,-0.2000,-0.8325
1971,12,-0.9930,-1.8700,-0.0280,-0.0740,NaN,NaN,-0.3040,0.6000,-0.9035
1972,1,-0.5960,-1.9900,-0.5305,-0.3269,NaN,NaN,-0.3130,0.2700,-0.4677
1972,2,-0.4240,-1.8300,-0.4084,-0.2158,NaN,NaN,-0.3760,0.3200,-0.2939
1972,3,-0.2620,-2.0900,-0.6941,-0.1258,NaN,NaN,-0.4350,0.7200,-0.3475
1972,4,-0.1960,-1.6500,-0.6811,0.1041,NaN,NaN,-0.3220,-0.2200,-0.1421
1972,5,0.4640,-1.5700,-0.7474,0.2145,NaN,NaN,-0.4640,0.9500,0.0487
1972,6,1.0690,-1.8700,-0.7610,-0.0259,NaN,NaN,-0.4840,0.8800,0.0497
1972,7,1.8270,-0.8300,-0.3224,-0.2067,NaN,NaN,-0.3710,0.1800,0.0211
1972,8,1.8210,0.2500,-0.4274,-0.3866,NaN,NaN,-0.3790,1.3200,-0.2637
1972,9,1.5580,0.1700,-0.9254,-0.1482,NaN,NaN,-0.2980,-0.1200,-0.1563
1972,10,1.6430,0.1100,-1.0955,0.2150,NaN,NaN,-0.2820,1.0900,0.0962
1972,11,1.7260,0.5700,-0.5562,0.0550,NaN,NaN,-0.2720,0.5400,0.3618
1972,12,1.7660,-0.3300,-0.7622,0.0342,NaN,NaN,-0.3460,0.1900,0.6099
1973,1,1.7260,-0.4600,-0.0484,0.3031,NaN,NaN,-0.3690,0.0400,0.7362
1973,2,1.5000,-0.6100,-0.5034,0.4076,NaN,NaN,-0.3890,0.8500,0.8522
1973,3,0.8450,-0.5000,-0.0723,0.5080,NaN,NaN,-0.3390,0.3000,0.5288
1973,4,0.4810,-0.6900,-0.0506,0.2823,NaN,NaN,-0.2600,-0.5400,0.7175
1973,5,-0.1060,-0.7600,0.2547,0.2559,NaN,NaN,-0.1640,-0.4400,0.6953
1973,6,-0.7690,-0.9700,0.5144,-0.1051,NaN,NaN,-0.1700,0.3900,0.3556
1973,7,-1.0810,-0.5700,0.3236,-0.1760,NaN,NaN,-0.0990,0.5700,0.4706
1973,8,-1.3470,-1.1400,0.1672,-0.4162,NaN,NaN,-0.1280,-0.0600,0.6531
1973,9,-1.7270,-0.5100,0.3573,-0.6009,NaN,NaN,-0.1260,-0.3000,0.6772
1973,10,-1.6670,-0.8700,0.3503,-0.7325,NaN,NaN,-0.2110,-1.2400,0.5051
1973,11,-1.5030,-1.8100,-0.1130,-0.9575,NaN,NaN,-0.2040,-0.9300,0.3880
1973,12,-1.8480,-0.7600,0.3393,-1.1794,NaN,NaN,-0.2330,0.3200,0.2300
1974,1,-1.9390,-1.2200,-1.0034,-0.9549,NaN,NaN,-0.2710,1.3400,0.1409
1974,2,-1.7930,-1.6500,-0.3864,-0.6403,NaN,NaN,-0.2790,-0.1400,0.1182
1974,3,-1.7600,-0.9000,-0.0262,-0.6860,NaN,NaN,-0.3960,-0.0300,0.2103
1974,4,-1.6730,-0.5200,0.0148,-0.4586,NaN,NaN,-0.5180,0.5100,0.1769
1974,5,-1.0770,-0.2800,-0.1663,-0.5595,NaN,NaN,-0.4950,-0.2400,0.4780
1974,6,-0.6700,-0.3100,0.2192,-0.4811,NaN,NaN,-0.4420,-0.1400,0.7154
1974,7,-0.7690,-0.0800,0.3767,-0.5847,NaN,NaN,-0.5100,-0.7600,0.5977
1974,8,-0.6710,0.2700,0.2616,-0.4399,NaN,NaN,-0.4630,-0.6400,0.3574
1974,9,-0.6270,0.4400,-0.1678,-0.4682,NaN,NaN,-0.5010,0.8200,-0.0355
1974,10,-1.0520,-0.1000,0.0075,-0.3438,NaN,NaN,-0.5030,0.4900,-0.2863
1974,11,-1.2510,0.4300,0.0427,-0.3625,NaN,NaN,-0.4210,-0.5400,-0.1675
1974,12,-0.9050,-0.1200,0.7159,-0.2158,NaN,NaN,-0.3560,1.5000,-0.3155
1975,1,-0.5380,-0.8400,0.6388,-0.0556,NaN,NaN,-0.2680,0.5800,-0.1782
1975,2,-0.6000,-0.7100,0.9849,0.1116,NaN,NaN,-0.3330,-0.6200,-0.1388
1975,3,-0.8840,-0.5100,0.7158,-0.3694,NaN,NaN,-0.3040,-0.6100,-0.1342
1975,4,-0.9630,-1.3000,0.6492,-0.5426,NaN,NaN,-0.3400,-1.6000,-0.0696
1975,5,-0.8630,-1.0200,0.7159,-0.5008,NaN,NaN,-0.3830,-0.5200,0.1358
1975,6,-1.1500,-1.1600,0.4578,-0.3542,NaN,NaN,-0.2900,-0.8400,0.2899
1975,7,-1.5190,-0.4000,0.5110,-0.8210,NaN,NaN,-0.2660,1.5500,0.1063
1975,8,-1.7300,-1.0700,1.0260,-1.0242,NaN,NaN,-0.1800,-0.2600,-0.2755
1975,9,-1.8740,-1.2300,0.5732,-1.1716,NaN,NaN,-0.3300,1.5600,-0.1986
1975,10,-1.9870,-1.2900,0.9565,-1.0974,NaN,NaN,-0.3480,-0.5400,-0.1539
1975,11,-1.7730,-2.0800,1.2739,-0.9441,NaN,NaN,-0.3360,0.4100,0.0343
1975,12,-1.7570,-1.6100,1.0790,-0.8216,NaN,NaN,-0.3160,0.0000,-0.1927
1976,1,-1.6100,-1.1400,1.0782,-0.8227,NaN,NaN,-0.3790,-0.2500,-0.1042
1976,2,-1.3920,-1.8500,1.1830,-0.5785,NaN,NaN,-0.4360,0.9300,-0.3117
1976,3,-1.2460,-0.9600,1.6799,-0.2566,NaN,NaN,-0.4880,0.7500,-0.3146
1976,4,-1.1840,-0.8900,2.4363,-0.3189,NaN,NaN,-0.4210,0.2600,-0.4530
1976,5,-0.4960,-0.6800,2.1808,-0.4372,NaN,NaN,-0.4830,0.9600,-0.4532
1976,6,0.3070,-0.6700,2.0671,-0.4962,NaN,NaN,-0.4780,0.8000,-0.6089
1976,7,0.6150,0.6100,2.2670,-0.6830,NaN,NaN,-0.3020,-0.3200,-0.8623
1976,8,0.6640,1.2800,2.4364,-0.6527,NaN,NaN,-0.1800,1.9200,-0.5106
1976,9,1.0380,0.8200,2.4321,-0.1522,NaN,NaN,-0.1870,-1.2900,-0.4621
1976,10,0.9460,1.1100,1.6934,-0.0715,NaN,NaN,-0.2880,-0.0800,-0.4334
1976,11,0.4930,1.2500,1.5747,0.0054,NaN,NaN,-0.4100,0.1700,-0.6510
1976,12,0.5500,1.2200,1.3296,-0.2145,NaN,NaN,-0.4260,-1.6000,-0.4354
1977,1,0.5210,1.6500,1.3217,-0.1522,NaN,NaN,-0.3840,-1.0400,-0.4373
1977,2,0.2730,1.1100,1.9341,-0.0553,NaN,NaN,-0.3270,-0.4900,-0.2467
1977,3,0.1310,0.7200,1.6995,-0.0005,NaN,NaN,-0.1770,-0.8100,-0.2500
1977,4,0.5390,0.3000,1.3965,0.0500,NaN,NaN,-0.2110,0.6500,-0.0993
1977,5,0.3260,0.3100,1.0719,0.0025,NaN,NaN,-0.1640,-0.8600,-0.1627
1977,6,0.4510,0.4200,0.9238,0.1324,NaN,NaN,-0.1010,-0.5700,-0.2220
1977,7,0.8660,0.1900,1.0368,0.4238,NaN,NaN,-0.1000,-0.4500,-0.2451
1977,8,0.6950,0.6400,1.2847,0.5994,NaN,NaN,-0.1390,-0.2800,-0.0228
1977,9,0.8000,-0.5500,0.7664,0.7575,NaN,NaN,-0.2260,0.3700,0.1571
1977,10,0.9860,-0.6100,1.2531,0.7490,NaN,NaN,-0.2180,0.5200,-0.0213
1977,11,0.9750,-0.7200,1.4487,0.7388,NaN,NaN,-0.1370,-0.0700,0.0918
1977,12,0.8600,-0.6900,0.8540,0.9112,NaN,NaN,-0.1990,-1.0000,0.0651
1978,1,0.7730,0.3400,1.2149,0.4966,NaN,NaN,-0.1000,0.6600,-0.1602
1978,2,0.8990,1.4500,1.2447,0.4671,NaN,NaN,-0.1410,-2.2000,-0.4002
1978,3,0.9360,1.3400,0.6162,0.2147,NaN,NaN,-0.1520,0.7000,-0.5961
1978,4,0.1910,1.2900,0.4533,0.1734,NaN,NaN,-0.1890,-1.1700,-0.4593
1978,5,-0.3880,0.9000,0.5868,0.1783,NaN,NaN,-0.1980,1.0800,-0.5016
1978,6,-0.5790,0.1500,0.3841,0.0104,NaN,NaN,-0.3270,1.3800,-0.3936
1978,7,-0.4330,-1.2400,0.4259,-0.0841,NaN,NaN,-0.2700,-1.1400,-0.2050
1978,8,-0.2000,-0.5600,0.8640,0.0652,NaN,NaN,-0.2210,0.6400,-0.2954
1978,9,-0.3890,-0.4400,1.2865,-0.1083,NaN,NaN,-0.1840,0.4600,-0.3246
1978,10,-0.0200,0.1000,0.3516,0.0099,NaN,NaN,-0.2010,1.9300,-0.3324
1978,11,0.1860,-0.0700,-0.2589,-0.0272,NaN,NaN,-0.1130,3.0400,-0.3618
1978,12,0.3880,-0.4300,-1.1154,-0.2135,NaN,NaN,-0.1760,-1.5700,-0.1476
1979,1,0.6000,-0.5800,-0.5148,0.0126,NaN,NaN,-0.1860,-1.3800,-0.1025
1979,2,0.3620,-1.3300,-0.2333,0.1340,NaN,NaN,-0.1450,-0.6700,-0.2117
1979,3,-0.0150,0.3000,-0.6288,0.1733,NaN,NaN,-0.2210,0.7800,-0.1555
1979,4,0.2830,0.8900,-1.0344,0.0145,NaN,NaN,-0.2300,-1.7100,0.1113
1979,5,0.3800,1.0900,-0.7818,-0.2555,NaN,NaN,-0.1110,-1.0300,0.1161
1979,6,0.4230,0.1700,-0.8227,-0.2627,NaN,NaN,-0.0350,1.6000,0.2090
1979,7,0.3690,0.8400,-1.1482,-0.1307,NaN,NaN,-0.0880,0.8300,0.5113
1979,8,0.6250,0.5200,-1.2510,-0.2077,NaN,NaN,-0.1080,0.9600,0.5467
1979,9,0.7860,1.0000,-0.7848,-0.4246,NaN,NaN,-0.1030,1.0100,0.4972
1979,10,0.6780,1.0600,-0.6129,-0.1057,NaN,NaN,-0.0810,-0.3000,0.3221
1979,11,0.7460,0.4800,-0.4921,-0.0141,NaN,NaN,-0.0780,0.5300,0.5204
1979,12,0.9890,-0.4200,-0.5414,0.3559,NaN,NaN,-0.0520,1.0000,0.3435
1980,1,0.6720,-0.1100,-1.9029,0.4942,NaN,NaN,0.0060,-0.7500,0.1018
1980,2,0.5850,1.3200,-1.7223,0.6242,NaN,NaN,-0.0710,0.0500,-0.2386
1980,3,0.6900,1.0900,-1.1511,0.3952,NaN,NaN,-0.1310,-0.3100,-0.2741
1980,4,0.9070,1.4900,-0.0658,0.3221,NaN,NaN,0.0070,1.2900,0.1998
1980,5,0.9610,1.2000,-0.2108,0.2360,NaN,NaN,0.1370,-1.5000,0.1129
1980,6,0.9070,-0.2200,-0.6827,0.2296,NaN,NaN,0.1160,-0.3700,-0.1157
1980,7,0.7490,0.2300,-0.9904,0.3175,NaN,NaN,0.0580,-0.4200,0.2057
1980,8,0.3360,0.5100,-1.0831,-0.0564,NaN,NaN,0.0300,-2.2400,0.0252
1980,9,0.2810,0.1000,-0.6969,0.0108,NaN,NaN,-0.0010,0.6600,0.3149
1980,10,0.2010,1.3500,-0.0660,0.2821,NaN,NaN,-0.0540,-1.7700,-0.0803
1980,11,0.2510,0.3700,-0.1345,0.3426,NaN,NaN,-0.1900,-0.3700,0.1554
1980,12,0.0890,-0.1000,-0.2827,0.2808,NaN,NaN,-0.2420,0.7800,-0.3391
1981,1,-0.2620,0.5900,-0.2644,0.3608,NaN,NaN,-0.1700,0.3700,-0.1341
1981,2,-0.1510,1.4600,-1.0577,0.0714,NaN,NaN,-0.1680,0.9200,-0.2096
1981,3,0.4570,0.9900,-0.6905,0.1534,NaN,NaN,0.0130,-1.1900,-0.2922
1981,4,0.6690,1.4500,-0.6267,-0.1422,NaN,NaN,-0.0830,0.3600,-0.0840
1981,5,0.1610,1.7500,0.1997,-0.2819,NaN,NaN,-0.0720,0.2000,0.0494
1981,6,-0.0190,1.6900,0.0088,-0.4533,NaN,NaN,-0.0500,-0.4500,0.2616
1981,7,-0.0480,0.8400,-0.5261,-0.5095,NaN,NaN,-0.0820,0.0500,0.1959
1981,8,-0.0880,0.1800,-0.6977,-0.2338,NaN,NaN,-0.1030,0.3900,0.3509
1981,9,0.1870,0.4200,0.0030,-0.1074,NaN,NaN,-0.0240,-1.4500,0.5289
1981,10,0.1120,0.1800,-0.2878,-0.0842,NaN,NaN,-0.1740,-1.3500,0.8408
1981,11,-0.0380,0.8000,0.7562,-0.0443,NaN,NaN,-0.1240,-0.3800,0.8190
1981,12,-0.1410,0.6700,0.5212,0.0476,NaN,NaN,0.0060,-0.0200,0.6600
1982,1,-0.2700,0.3400,-0.2000,-0.1421,0.2400,0.0000,-0.0680,-0.8900,0.6009
1982,2,-0.1370,0.2000,-0.8735,-0.0797,0.0100,0.1100,-0.0660,1.1500,0.4702
1982,3,0.1060,0.1900,-0.6207,0.3007,-0.1600,0.2200,-0.0680,1.1500,0.4220
1982,4,-0.0090,-0.1900,-1.0711,0.4816,0.1800,0.4200,-0.1700,0.1000,0.1730
1982,5,0.4290,-0.5800,-0.9931,0.4280,0.7100,0.7000,-0.1790,-0.5300,0.0672
1982,6,0.9440,-0.7800,-0.8476,0.5918,1.0300,0.9200,-0.1720,-1.6300,-0.2555
1982,7,1.6040,0.5800,-0.6106,0.3343,0.8200,0.5800,-0.2160,1.1500,-0.5270
1982,8,1.7990,0.3900,-0.4570,0.1593,1.1600,0.3600,-0.2960,0.2600,-0.4480
1982,9,1.8110,0.8400,-0.4596,-0.0514,1.6700,0.4700,-0.2950,1.7600,-0.0999
1982,10,2.0240,0.3700,-1.0067,0.1725,2.1900,0.7200,-0.3590,-0.7400,-0.0263
1982,11,2.4280,-0.2500,-0.8661,-0.3000,2.6400,0.6000,-0.4040,1.6000,-0.2934
1982,12,2.4110,0.2600,-0.2345,-0.6237,3.2500,0.6600,-0.3680,1.7800,-0.2193
1983,1,2.6830,0.5600,0.6047,-0.4671,3.2900,0.7000,-0.2860,1.5900,0.1235
1983,2,2.9100,1.1400,0.4740,-0.3816,2.5500,0.6900,-0.0910,-0.5300,0.2699
1983,3,3.0110,2.1100,0.4303,-0.5578,1.9600,0.5700,0.0940,0.9500,0.2679
1983,4,2.8240,1.8700,-0.7205,-0.9833,1.6200,0.3500,0.0720,-0.8500,0.0003
1983,5,2.5420,1.8000,-0.7440,-1.0701,1.8900,0.2900,-0.0360,-0.0700,-0.3643
1983,6,2.2400,2.3600,-0.0769,-1.4324,1.7200,0.0400,-0.0420,0.9900,-0.4284
1983,7,1.7630,3.5100,-0.0486,-1.5225,1.0000,-0.1500,-0.0030,1.1900,-0.2601
1983,8,1.1780,1.8500,-0.0100,-1.2898,0.8800,-0.3000,-0.1460,1.6100,-0.0439
1983,9,0.4970,0.9100,-0.4097,-1.1739,0.3900,-0.4600,-0.2030,-1.1200,-0.0134
1983,10,0.0380,0.9600,-0.4871,-1.0421,-0.3100,-0.9100,-0.1830,0.6500,-0.0746
1983,11,-0.1320,1.0200,0.5610,-0.8981,-0.8100,-0.8700,-0.1450,-0.9800,0.1503
1983,12,-0.1880,1.6900,-0.6778,-0.6070,-0.7000,-0.6700,0.0100,0.2900,0.0843
1984,1,-0.3300,1.5000,-0.2151,-0.4956,-0.8100,-0.6600,-0.0940,1.6600,0.2672
1984,2,-0.5290,1.2100,0.4008,-0.4280,-0.1500,-0.8500,-0.0750,0.7200,0.4695
1984,3,0.1430,1.7700,0.7191,-0.5530,-0.0200,-0.9800,-0.1120,-0.3700,0.7022
1984,4,0.3470,1.5200,1.1600,-0.6897,-0.1600,-0.8000,-0.1450,-0.2800,0.3250
1984,5,0.1310,1.3000,0.9817,-0.4183,-0.6200,-0.8400,-0.1530,0.5400,0.4415
1984,6,-0.0790,0.1800,0.7375,-0.1847,-1.0500,-0.7100,-0.3120,-0.4200,0.5825
1984,7,-0.0840,-0.1800,0.4158,-0.1355,-0.6600,-0.4500,-0.2530,-0.0700,0.5896
1984,8,-0.1540,-0.0300,0.3682,-0.3005,-0.4900,-0.5100,-0.2130,1.1500,0.8983
1984,9,-0.1060,0.6700,0.8230,-0.1903,-0.5000,-0.0800,-0.1960,0.1700,1.0070
1984,10,0.0010,0.5800,0.9433,-0.3793,-0.9700,-0.3800,-0.3310,-0.0700,0.5643
1984,11,-0.3520,0.7100,0.8625,-0.6749,-0.9500,-0.6400,-0.4120,-0.0600,0.5446
1984,12,-0.6030,0.8200,0.2523,-0.7677,-1.4400,-1.0500,-0.3050,0.0000,0.4989
1985,1,-0.5610,1.2700,0.3239,-0.2084,-1.1200,-0.5900,-0.3420,-1.6100,0.3283
1985,2,-0.5950,0.9400,-0.0647,-0.2583,-1.1800,-0.5500,-0.3170,-0.4900,0.2995
1985,3,-0.7180,0.5700,0.2314,-0.5563,-1.0300,-0.8100,-0.3440,0.2000,0.1228
1985,4,-0.4810,0.1900,0.3193,-0.4094,-0.9800,-0.7800,-0.3880,0.3200,0.1933
1985,5,-0.7070,0.0000,0.1563,-0.1729,-0.9600,-0.7300,-0.3250,-0.4900,0.3744
1985,6,-0.1330,0.1800,-0.0447,-0.0901,-0.8300,-0.7600,-0.1150,-0.8000,0.0604
1985,7,-0.1430,1.0700,0.1783,0.2027,-0.8800,-0.5200,-0.1400,1.2200,0.3345
1985,8,-0.3670,0.8100,-0.2326,0.2598,-0.5900,-0.3600,-0.2690,-0.4800,0.3512
1985,9,-0.5260,0.4400,-0.9363,0.2214,-0.7000,-0.3600,-0.2350,-0.5200,0.1971
1985,10,-0.1390,0.2900,-1.1833,0.1251,-0.7700,-0.3800,-0.2330,0.9000,0.4328
1985,11,-0.0590,-0.7500,-1.7939,0.1215,-0.7000,-0.1100,-0.2830,-0.6700,0.3417
1985,12,-0.2930,0.3800,-1.6807,0.0022,-0.8500,0.0400,-0.3240,0.2200,0.3383
1986,1,-0.3010,1.1200,-0.7686,-0.1516,-0.9000,-0.1900,-0.3300,1.1100,-0.0059
1986,2,-0.1950,1.6100,-1.4492,-0.1296,-0.5600,-0.1700,-0.2630,-1.0000,0.1189
1986,3,0.0400,2.1800,-0.4662,-0.0456,-0.3000,-0.2200,-0.2800,1.7100,0.1762
1986,4,-0.1100,1.5500,-0.9668,0.0425,-0.3300,-0.2900,-0.3120,-0.5900,0.4957
1986,5,0.3500,1.1600,-0.4984,-0.0097,-0.4000,-0.2100,-0.2160,0.8500,0.2571
1986,6,0.3060,0.8900,-0.6659,0.2843,-0.1300,0.0000,-0.2490,1.2200,0.6737
1986,7,0.3830,1.3800,-0.9414,0.1703,0.0800,0.1000,-0.2360,0.1200,0.1017
1986,8,0.7750,0.2200,-1.0183,0.2823,0.0300,0.3600,-0.2600,-1.0900,0.1519
1986,9,1.0880,0.2200,-0.7682,0.5391,0.4000,0.4900,-0.2070,-1.1200,0.4417
1986,10,0.9790,1.0000,-0.2938,0.3470,0.7000,0.7200,-0.3060,1.5500,-0.1012
1986,11,0.8730,1.7700,-0.5012,0.4237,0.9400,0.7700,-0.3850,2.2900,-0.4425
1986,12,1.1900,1.7700,-0.4562,0.3376,0.7200,0.7000,-0.3590,0.9900,-0.1444
1987,1,1.2500,1.8800,0.6866,0.3300,1.0600,0.7200,-0.2650,-1.1500,-0.2246
1987,2,1.2050,1.7500,0.7676,0.4173,1.0500,0.8300,-0.2050,-0.7300,0.0239
1987,3,1.7190,2.1000,0.2854,0.3104,1.0600,0.8500,-0.0200,0.1400,0.2406
1987,4,1.8660,2.1600,0.4708,-0.0857,0.9900,0.7100,0.0420,2.0000,0.3419
1987,5,2.1400,1.8500,0.2743,-0.0918,1.1400,0.4600,0.0800,0.9800,0.3527
1987,6,1.9640,0.7300,0.3944,0.2671,1.2800,0.6900,0.2150,-1.8200,0.5237
1987,7,1.8590,2.0100,0.4262,0.1895,1.4500,0.6700,0.2920,0.5200,1.0105
1987,8,1.9990,2.8300,0.3395,0.1946,1.5300,0.7300,0.2920,-0.8300,0.9055
1987,9,1.8940,2.4400,0.1702,0.2224,1.7200,0.8200,0.2060,-1.2200,0.8771
1987,10,1.6470,1.3600,0.1212,0.2380,1.2800,0.9500,0.0590,0.1400,0.5714
1987,11,1.2710,1.4700,0.5215,0.3604,1.1500,1.1700,-0.0570,0.1800,0.8184
1987,12,1.2820,1.2700,0.6923,0.2495,1.0600,0.9500,0.0550,0.3200,0.5680
1988,1,1.1190,0.9300,1.1052,0.3242,0.4900,0.8300,-0.0300,1.0200,0.5913
1988,2,0.7060,1.2400,0.7968,0.2557,0.1800,0.5900,-0.1040,0.7600,0.5551
1988,3,0.4870,1.4200,0.9681,0.0421,0.0000,0.0100,0.0010,-0.1700,0.7202
1988,4,0.3530,0.9400,1.5735,-0.1784,-0.7700,-0.3500,0.0620,-1.1700,0.7670
1988,5,0.1190,1.2000,1.7784,-0.3227,-1.8600,-0.4300,0.1480,0.6300,0.9792
1988,6,-0.6220,0.7400,1.7427,-0.1057,-1.9700,-0.7100,0.1760,0.8800,0.9780
1988,7,-1.1450,0.6400,1.7249,-0.3190,-1.9100,-0.9200,0.1200,-0.3500,1.2579
1988,8,-1.3030,0.1900,1.3929,-0.4166,-1.6200,-1.0000,0.0010,0.0400,0.9266
1988,9,-1.5060,-0.3700,1.3162,-0.5193,-1.2400,-1.0600,-0.0860,-0.9900,0.6470
1988,10,-1.3260,-0.1000,1.4869,-1.0317,-1.7500,-1.6000,-0.1610,-1.0800,0.7022
1988,11,-1.4680,-0.0200,1.2427,-1.1648,-1.9500,-1.8700,-0.1380,-0.3400,0.4365
1988,12,-1.3280,-0.4300,0.7553,-0.9285,-2.0700,-1.7400,-0.1550,0.6100,0.3036
1989,1,-1.1200,-0.9500,1.3126,-1.2941,-1.4800,-1.7600,-0.2120,1.1700,0.1775
1989,2,-1.2620,-1.0200,0.6617,-1.2810,-0.7600,-1.5500,-0.1470,2.0000,0.2349
1989,3,-1.0370,-0.8300,0.9293,-0.9734,-1.1200,-1.1900,-0.2440,1.8500,-0.0732
1989,4,-0.7950,-0.3200,0.7838,-0.8103,-0.8300,-0.9600,-0.2800,0.2800,0.2276
1989,5,-0.4350,0.4700,0.5835,-0.3700,-0.7100,-0.6500,-0.1370,1.3800,0.4072
